userid,placeid,rating,food_rating,service_rating,latitude,longitude,smoker,drink_level,dress_preference,ambience,transport,hijos,birth_year,interest,religion,activity,color,weight,budget,height,rcuisine_x,rcuisine_y,rpayment,parking_lot,hours,days,marital_status_single,marital_status_widow,personality_hard-worker,personality_hunter-ostentatious,personality_thrifty-protector,family_activity_match,budget_service_score,dining_experience_score,location_score,cuisine_match,accessibility_score,social_dining_score,budget_numeric
u1105,135033,0,0,0,22.120019,-100.950991,False,social drinker,formal,family,public,independent,1991,variety,christian,student,green,40.0,medium,1.74,cafeteria,unknown,cash,none,09:00-21:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,0,0.0,123.07101,0,2.0,0,2
u1105,135054,0,0,0,22.120019,-100.950991,False,social drinker,formal,family,public,independent,1991,variety,christian,student,green,40.0,medium,1.74,cafeteria,seafood,cash,yes,07:00-19:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,0,0.0,123.07101,0,3.0,0,2
u1105,135039,0,0,0,22.120019,-100.950991,False,social drinker,formal,family,public,independent,1991,variety,christian,student,green,40.0,medium,1.74,cafeteria,seafood,cash,yes,10:00-20:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,0,0.0,123.07101,0,3.0,0,2
u1105,135052,0,0,0,22.120019,-100.950991,False,social drinker,formal,family,public,independent,1991,variety,christian,student,green,40.0,medium,1.74,cafeteria,bar,cash,none,08:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,0,0.0,123.07101,0,2.0,0,2
u1075,135081,1,2,1,22.167575,-100.960364,False,casual drinker,informal,family,car owner,independent,1991,technology,catholic,student,white,68.0,medium,1.6,mexican,unknown,cash,none,14:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,2,1.5,123.127939,0,3.0,2,2
u1075,135066,2,1,2,22.167575,-100.960364,False,casual drinker,informal,family,car owner,independent,1991,technology,catholic,student,white,68.0,medium,1.6,mexican,unknown,cash,yes,07:00-23:00;,"sat, ",True,False,False,False,True,0,4,1.5,123.127939,0,4.0,2,2
u1075,135050,2,2,2,22.167575,-100.960364,False,casual drinker,informal,family,car owner,independent,1991,technology,catholic,student,white,68.0,medium,1.6,mexican,unknown,cash,yes,12:00-19:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,4,2.0,123.127939,0,4.0,2,2
u1007,135108,1,1,1,22.118464,-100.938256,False,casual drinker,informal,solitary,public,independent,1989,variety,catholic,student,purple,60.0,low,1.59,family,unknown,unknown,none,00:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,1,1.0,123.05672,0,2.0,4,1
u1075,135076,2,2,0,22.167575,-100.960364,False,casual drinker,informal,family,car owner,independent,1991,technology,catholic,student,white,68.0,medium,1.6,mexican,unknown,cash,yes,12:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,0,1.0,123.127939,0,4.0,2,2
u1007,135057,1,1,2,22.118464,-100.938256,False,casual drinker,informal,solitary,public,independent,1989,variety,catholic,student,purple,60.0,low,1.59,family,bar,cash,yes,13:00-23:00;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,2,1.5,123.05672,0,3.0,4,1
u1075,135032,1,1,1,22.167575,-100.960364,False,casual drinker,informal,family,car owner,independent,1991,technology,catholic,student,white,68.0,medium,1.6,mexican,cafeteria,cash,public,07:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,2,1.0,123.127939,0,4.0,2,2
u1075,132834,1,2,1,22.167575,-100.960364,False,casual drinker,informal,family,car owner,independent,1991,technology,catholic,student,white,68.0,medium,1.6,mexican,mexican,cash,public,08:30-15:00;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,2,1.5,123.127939,1,4.0,2,2
u1075,135057,2,1,1,22.167575,-100.960364,False,casual drinker,informal,family,car owner,independent,1991,technology,catholic,student,white,68.0,medium,1.6,mexican,bar,cash,yes,13:00-23:00;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,2,1.0,123.127939,0,4.0,2,2
u1075,132830,1,1,1,22.167575,-100.960364,False,casual drinker,informal,family,car owner,independent,1991,technology,catholic,student,white,68.0,medium,1.6,mexican,unknown,unknown,none,00:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,2,1.0,123.127939,0,3.0,2,2
u1075,135062,1,0,1,22.167575,-100.960364,False,casual drinker,informal,family,car owner,independent,1991,technology,catholic,student,white,68.0,medium,1.6,mexican,unknown,cash,yes,00:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,2,0.5,123.127939,0,4.0,2,2
u1075,135039,2,2,0,22.167575,-100.960364,False,casual drinker,informal,family,car owner,independent,1991,technology,catholic,student,white,68.0,medium,1.6,mexican,seafood,cash,yes,10:00-20:00;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,0,1.0,123.127939,0,4.0,2,2
u1075,135051,1,1,1,22.167575,-100.960364,False,casual drinker,informal,family,car owner,independent,1991,technology,catholic,student,white,68.0,medium,1.6,mexican,unknown,cash,none,08:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,2,1.0,123.127939,0,3.0,2,2
u1075,135041,1,1,0,22.167575,-100.960364,False,casual drinker,informal,family,car owner,independent,1991,technology,catholic,student,white,68.0,medium,1.6,mexican,bar,cash,none,00:00-00:00;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,0,0.5,123.127939,0,3.0,2,2
u1115,135057,2,2,2,22.138127,-100.920512,True,social drinker,elegant,friends,public,independent,1990,variety,catholic,student,green,76.0,low,1.76,regional,bar,cash,yes,13:00-23:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,2.0,123.058639,0,3.0,3,1
u1115,135082,2,2,2,22.138127,-100.920512,True,social drinker,elegant,friends,public,independent,1990,variety,catholic,student,green,76.0,low,1.76,regional,unknown,cash,none,10:00-18:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,2.0,123.058639,0,2.0,3,1
u1115,135054,0,0,1,22.138127,-100.920512,True,social drinker,elegant,friends,public,independent,1990,variety,catholic,student,green,76.0,low,1.76,regional,seafood,cash,yes,07:00-19:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,1,0.5,123.058639,0,3.0,3,1
u1115,135108,1,2,2,22.138127,-100.920512,True,social drinker,elegant,friends,public,independent,1990,variety,catholic,student,green,76.0,low,1.76,regional,unknown,unknown,none,00:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,2.0,123.058639,0,2.0,3,1
u1115,135069,1,0,1,22.138127,-100.920512,True,social drinker,elegant,friends,public,independent,1990,variety,catholic,student,green,76.0,low,1.76,regional,bar,cash,yes,09:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,1,0.5,123.058639,0,3.0,3,1
u1115,132830,2,2,2,22.138127,-100.920512,True,social drinker,elegant,friends,public,independent,1990,variety,catholic,student,green,76.0,low,1.76,regional,unknown,unknown,none,00:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,2.0,123.058639,0,2.0,3,1
u1115,135070,1,1,1,22.138127,-100.920512,True,social drinker,elegant,friends,public,independent,1990,variety,catholic,student,green,76.0,low,1.76,regional,unknown,cash,yes,07:00-23:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,1,1.0,123.058639,0,3.0,3,1
u1115,135071,2,2,2,22.138127,-100.920512,True,social drinker,elegant,friends,public,independent,1990,variety,catholic,student,green,76.0,low,1.76,regional,bar,cash,yes,13:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,2.0,123.058639,0,3.0,3,1
u1024,132834,1,1,1,22.154021,-100.976028,,abstemious,,unknown,unknown,unknown,1930,none,none,unknown,yellow,40.0,medium,1.3750000000000002,afghan,mexican,cash,public,08:30-15:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,1.0,123.130049,0,1.0,2,2
u1024,135106,1,1,1,22.154021,-100.976028,,abstemious,,unknown,unknown,unknown,1930,none,none,unknown,yellow,40.0,medium,1.3750000000000002,afghan,mexican,cash,none,18:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,1.0,123.130049,0,0.0,2,2
u1024,135042,1,2,1,22.154021,-100.976028,,abstemious,,unknown,unknown,unknown,1930,none,none,unknown,yellow,40.0,medium,1.3750000000000002,afghan,chinese,cash,none,11:00-21:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,1.5,123.130049,0,0.0,2,2
u1024,132825,1,1,0,22.154021,-100.976028,,abstemious,,unknown,unknown,unknown,1930,none,none,unknown,yellow,40.0,medium,1.3750000000000002,afghan,mexican,cash,none,09:00-12:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,0,0.5,123.130049,0,0.0,2,2
u1024,135060,1,0,2,22.154021,-100.976028,,abstemious,,unknown,unknown,unknown,1930,none,none,unknown,yellow,40.0,medium,1.3750000000000002,afghan,seafood,cash,none,11:30-19:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,4,1.0,123.130049,0,0.0,2,2
u1024,135032,2,2,2,22.154021,-100.976028,,abstemious,,unknown,unknown,unknown,1930,none,none,unknown,yellow,40.0,medium,1.3750000000000002,afghan,cafeteria,cash,public,07:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,4,2.0,123.130049,0,1.0,2,2
u1024,135039,2,2,2,22.154021,-100.976028,,abstemious,,unknown,unknown,unknown,1930,none,none,unknown,yellow,40.0,medium,1.3750000000000002,afghan,seafood,cash,yes,10:00-20:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,4,2.0,123.130049,0,1.0,2,2
u1024,135045,2,2,0,22.154021,-100.976028,,abstemious,,unknown,unknown,unknown,1930,none,none,unknown,yellow,40.0,medium,1.3750000000000002,afghan,unknown,cash,yes,13:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,0,1.0,123.130049,0,1.0,2,2
u1024,135027,1,2,0,22.154021,-100.976028,,abstemious,,unknown,unknown,unknown,1930,none,none,unknown,yellow,40.0,medium,1.3750000000000002,afghan,mexican,cash,none,08:00-22:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,0,1.0,123.130049,0,0.0,2,2
u1024,135073,1,2,0,22.154021,-100.976028,,abstemious,,unknown,unknown,unknown,1930,none,none,unknown,yellow,40.0,medium,1.3750000000000002,afghan,bar,cash,yes,09:30-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,0,1.0,123.130049,0,1.0,2,2
u1024,135051,1,1,0,22.154021,-100.976028,,abstemious,,unknown,unknown,unknown,1930,none,none,unknown,yellow,40.0,medium,1.3750000000000002,afghan,unknown,cash,none,08:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,0,0.5,123.130049,0,0.0,2,2
u1024,135041,1,1,1,22.154021,-100.976028,,abstemious,,unknown,unknown,unknown,1930,none,none,unknown,yellow,40.0,medium,1.3750000000000002,afghan,bar,cash,none,00:00-00:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,1.0,123.130049,0,0.0,2,2
u1024,135038,1,1,0,22.154021,-100.976028,,abstemious,,unknown,unknown,unknown,1930,none,none,unknown,yellow,40.0,medium,1.3750000000000002,afghan,unknown,cash,none,08:00-17:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,0,0.5,123.130049,0,0.0,2,2
u1024,135028,1,1,1,22.154021,-100.976028,,abstemious,,unknown,unknown,unknown,1930,none,none,unknown,yellow,40.0,medium,1.3750000000000002,afghan,mexican,cash,none,13:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,1.0,123.130049,0,0.0,2,2
u1024,135030,1,1,1,22.154021,-100.976028,,abstemious,,unknown,unknown,unknown,1930,none,none,unknown,yellow,40.0,medium,1.3750000000000002,afghan,cafe-coffee_shop,cash,none,00:00-00:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,1.0,123.130049,0,0.0,2,2
u1132,135038,1,1,1,22.15,-100.983,False,casual drinker,informal,solitary,public,unknown,1991,none,none,student,blue,55.0,medium,1.6,mexican,unknown,cash,none,08:00-17:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,1.0,123.13300000000001,0,2.0,4,2
u1132,132825,2,2,2,22.15,-100.983,False,casual drinker,informal,solitary,public,unknown,1991,none,none,student,blue,55.0,medium,1.6,mexican,mexican,cash,none,09:00-12:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,4,2.0,123.13300000000001,1,2.0,4,2
u1132,135085,2,2,2,22.15,-100.983,False,casual drinker,informal,solitary,public,unknown,1991,none,none,student,blue,55.0,medium,1.6,mexican,fast_food,cash,public,00:00-00:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,4,2.0,123.13300000000001,0,3.0,4,2
u1132,135062,2,1,1,22.15,-100.983,False,casual drinker,informal,solitary,public,unknown,1991,none,none,student,blue,55.0,medium,1.6,mexican,unknown,cash,yes,00:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,1.0,123.13300000000001,0,3.0,4,2
u1132,135025,1,1,2,22.15,-100.983,False,casual drinker,informal,solitary,public,unknown,1991,none,none,student,blue,55.0,medium,1.6,mexican,mexican,cash,none,18:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,4,1.5,123.13300000000001,1,2.0,4,2
u1132,135052,2,2,2,22.15,-100.983,False,casual drinker,informal,solitary,public,unknown,1991,none,none,student,blue,55.0,medium,1.6,mexican,bar,cash,none,08:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,4,2.0,123.13300000000001,0,2.0,4,2
u1132,135028,2,2,2,22.15,-100.983,False,casual drinker,informal,solitary,public,unknown,1991,none,none,student,blue,55.0,medium,1.6,mexican,mexican,cash,none,13:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,4,2.0,123.13300000000001,1,2.0,4,2
u1132,135032,1,0,1,22.15,-100.983,False,casual drinker,informal,solitary,public,unknown,1991,none,none,student,blue,55.0,medium,1.6,mexican,cafeteria,cash,public,07:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,0.5,123.13300000000001,0,3.0,4,2
u1132,135051,1,1,0,22.15,-100.983,False,casual drinker,informal,solitary,public,unknown,1991,none,none,student,blue,55.0,medium,1.6,mexican,unknown,cash,none,08:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,0,0.5,123.13300000000001,0,2.0,4,2
u1132,135027,2,1,0,22.15,-100.983,False,casual drinker,informal,solitary,public,unknown,1991,none,none,student,blue,55.0,medium,1.6,mexican,mexican,cash,none,08:00-22:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,0,0.5,123.13300000000001,1,2.0,4,2
u1005,135050,1,2,1,22.183477,-100.959891,False,abstemious,no preference,family,public,independent,1992,none,catholic,student,black,65.0,medium,1.69,american,unknown,cash,yes,12:00-19:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,2,1.5,123.143368,0,3.0,1,2
u1005,135076,2,2,1,22.183477,-100.959891,False,abstemious,no preference,family,public,independent,1992,none,catholic,student,black,65.0,medium,1.69,american,unknown,cash,yes,12:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,2,1.5,123.143368,0,3.0,1,2
u1005,132830,1,1,0,22.183477,-100.959891,False,abstemious,no preference,family,public,independent,1992,none,catholic,student,black,65.0,medium,1.69,american,unknown,unknown,none,00:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,0,0.5,123.143368,0,2.0,1,2
u1005,135066,2,1,1,22.183477,-100.959891,False,abstemious,no preference,family,public,independent,1992,none,catholic,student,black,65.0,medium,1.69,american,unknown,cash,yes,07:00-23:00;,"sat, ",True,False,False,False,True,0,2,1.0,123.143368,0,3.0,1,2
u1005,135041,1,1,1,22.183477,-100.959891,False,abstemious,no preference,family,public,independent,1992,none,catholic,student,black,65.0,medium,1.69,american,bar,cash,none,00:00-00:00;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,2,1.0,123.143368,0,2.0,1,2
u1005,135057,1,2,1,22.183477,-100.959891,False,abstemious,no preference,family,public,independent,1992,none,catholic,student,black,65.0,medium,1.69,american,bar,cash,yes,13:00-23:00;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,2,1.5,123.143368,0,3.0,1,2
u1005,135043,0,2,0,22.183477,-100.959891,False,abstemious,no preference,family,public,independent,1992,none,catholic,student,black,65.0,medium,1.69,american,fast_food,cash,none,00:00-00:00;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,0,1.0,123.143368,0,2.0,1,2
u1005,135042,2,1,2,22.183477,-100.959891,False,abstemious,no preference,family,public,independent,1992,none,catholic,student,black,65.0,medium,1.69,american,chinese,cash,none,11:00-21:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,4,1.5,123.143368,0,2.0,1,2
u1005,135032,2,1,2,22.183477,-100.959891,False,abstemious,no preference,family,public,independent,1992,none,catholic,student,black,65.0,medium,1.69,american,cafeteria,cash,public,07:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,4,1.5,123.143368,0,3.0,1,2
u1120,135085,0,0,0,22.121857,-100.904279,False,abstemious,informal,friends,public,independent,1930,variety,none,student,green,47.0,low,1.57,mexican,fast_food,cash,public,00:00-00:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,0,0.0,123.02613600000001,0,3.0,4,1
u1120,132845,1,0,2,22.121857,-100.904279,False,abstemious,informal,friends,public,independent,1930,variety,none,student,green,47.0,low,1.57,mexican,mexican,cash,none,19:30-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,1.0,123.02613600000001,1,2.0,4,1
u1120,135032,1,1,1,22.121857,-100.904279,False,abstemious,informal,friends,public,independent,1930,variety,none,student,green,47.0,low,1.57,mexican,cafeteria,cash,public,07:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,1,1.0,123.02613600000001,0,3.0,4,1
u1120,135045,1,2,2,22.121857,-100.904279,False,abstemious,informal,friends,public,independent,1930,variety,none,student,green,47.0,low,1.57,mexican,unknown,cash,yes,13:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,2.0,123.02613600000001,0,3.0,4,1
u1120,135038,0,0,0,22.121857,-100.904279,False,abstemious,informal,friends,public,independent,1930,variety,none,student,green,47.0,low,1.57,mexican,unknown,cash,none,08:00-17:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,0,0.0,123.02613600000001,0,2.0,4,1
u1120,135057,2,2,2,22.121857,-100.904279,False,abstemious,informal,friends,public,independent,1930,variety,none,student,green,47.0,low,1.57,mexican,bar,cash,yes,13:00-23:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,2.0,123.02613600000001,0,3.0,4,1
u1120,135026,1,1,1,22.121857,-100.904279,False,abstemious,informal,friends,public,independent,1930,variety,none,student,green,47.0,low,1.57,mexican,bar,unknown,none,13:30-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,1,1.0,123.02613600000001,0,2.0,4,1
u1120,132846,2,2,1,22.121857,-100.904279,False,abstemious,informal,friends,public,independent,1930,variety,none,student,green,47.0,low,1.57,mexican,international,cash,none,08:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,1,1.5,123.02613600000001,0,2.0,4,1
u1077,135027,0,1,1,22.156469,-100.98554,False,social drinker,elegant,family,public,kids,1987,technology,catholic,student,blue,65.0,medium,1.71,mexican,mexican,cash,none,08:00-22:00;,"mon, tue, wed, thu, fri, ",False,False,False,False,True,1,2,1.0,123.142009,1,2.0,0,2
u1120,132847,2,2,2,22.121857,-100.904279,False,abstemious,informal,friends,public,independent,1930,variety,none,student,green,47.0,low,1.57,mexican,unknown,cash,none,20:00-01:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,2.0,123.02613600000001,0,2.0,4,1
u1037,135054,2,1,1,22.15031,-100.900536,False,social drinker,no preference,family,public,independent,1990,variety,catholic,student,blue,52.0,low,1.5,mexican,seafood,cash,yes,07:00-19:00;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,1,1.0,123.050846,0,3.0,0,1
u1037,135082,0,0,0,22.15031,-100.900536,False,social drinker,no preference,family,public,independent,1990,variety,catholic,student,blue,52.0,low,1.5,mexican,unknown,cash,none,10:00-18:00;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,0,0.0,123.050846,0,2.0,0,1
u1037,135070,0,0,0,22.15031,-100.900536,False,social drinker,no preference,family,public,independent,1990,variety,catholic,student,blue,52.0,low,1.5,mexican,unknown,cash,yes,07:00-23:00;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,0,0.0,123.050846,0,3.0,0,1
u1037,132845,0,0,0,22.15031,-100.900536,False,social drinker,no preference,family,public,independent,1990,variety,catholic,student,blue,52.0,low,1.5,mexican,mexican,cash,none,19:30-23:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,0,0.0,123.050846,1,2.0,0,1
u1037,135108,2,2,2,22.15031,-100.900536,False,social drinker,no preference,family,public,independent,1990,variety,catholic,student,blue,52.0,low,1.5,mexican,unknown,unknown,none,00:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,2,2.0,123.050846,0,2.0,0,1
u1037,132847,1,1,1,22.15031,-100.900536,False,social drinker,no preference,family,public,independent,1990,variety,catholic,student,blue,52.0,low,1.5,mexican,unknown,cash,none,20:00-01:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,1,1.0,123.050846,0,2.0,0,1
u1037,132830,2,2,2,22.15031,-100.900536,False,social drinker,no preference,family,public,independent,1990,variety,catholic,student,blue,52.0,low,1.5,mexican,unknown,unknown,none,00:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,2,2.0,123.050846,0,2.0,0,1
u1052,132851,1,0,2,22.138055,-100.936005,True,social drinker,no preference,family,on foot,independent,1990,none,catholic,student,blue,85.0,low,1.8,bakery,american,cash,yes,09:00-22:00;,"mon, tue, wed, thu, fri, ",True,False,False,False,False,0,2,1.0,123.07406,0,2.0,0,1
u1036,132834,1,2,2,22.160572,-100.989418,False,social drinker,informal,family,public,independent,1991,none,catholic,student,blue,76.0,medium,1.7,mexican,mexican,cash,public,08:30-15:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,4,2.0,123.14999,1,3.0,0,2
u1036,135064,2,2,1,22.160572,-100.989418,False,social drinker,informal,family,public,independent,1991,none,catholic,student,blue,76.0,medium,1.7,mexican,unknown,cash,yes,07:00-22:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,2,1.5,123.14999,0,3.0,0,2
u1036,135079,2,2,2,22.160572,-100.989418,False,social drinker,informal,family,public,independent,1991,none,catholic,student,blue,76.0,medium,1.7,mexican,chinese,cash,none,13:00-22:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,4,2.0,123.14999,0,2.0,0,2
u1036,135042,2,2,2,22.160572,-100.989418,False,social drinker,informal,family,public,independent,1991,none,catholic,student,blue,76.0,medium,1.7,mexican,chinese,cash,none,11:00-21:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,4,2.0,123.14999,0,2.0,0,2
u1036,135085,2,2,2,22.160572,-100.989418,False,social drinker,informal,family,public,independent,1991,none,catholic,student,blue,76.0,medium,1.7,mexican,fast_food,cash,public,00:00-00:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,4,2.0,123.14999,0,3.0,0,2
u1036,135025,2,2,2,22.160572,-100.989418,False,social drinker,informal,family,public,independent,1991,none,catholic,student,blue,76.0,medium,1.7,mexican,mexican,cash,none,18:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,4,2.0,123.14999,1,2.0,0,2
u1036,132825,2,2,2,22.160572,-100.989418,False,social drinker,informal,family,public,independent,1991,none,catholic,student,blue,76.0,medium,1.7,mexican,mexican,cash,none,09:00-12:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,4,2.0,123.14999,1,2.0,0,2
u1036,135059,2,2,2,22.160572,-100.989418,False,social drinker,informal,family,public,independent,1991,none,catholic,student,blue,76.0,medium,1.7,mexican,bar,cash,yes,12:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,4,2.0,123.14999,0,3.0,0,2
u1036,135052,2,2,2,22.160572,-100.989418,False,social drinker,informal,family,public,independent,1991,none,catholic,student,blue,76.0,medium,1.7,mexican,bar,cash,none,08:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,4,2.0,123.14999,0,2.0,0,2
u1036,132754,2,2,2,22.160572,-100.989418,False,social drinker,informal,family,public,independent,1991,none,catholic,student,blue,76.0,medium,1.7,mexican,mexican,cash,none,08:00-20:00;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,4,2.0,123.14999,1,2.0,0,2
u1036,135065,0,0,0,22.160572,-100.989418,False,social drinker,informal,family,public,independent,1991,none,catholic,student,blue,76.0,medium,1.7,mexican,unknown,cash,none,14:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,0,0.0,123.14999,0,2.0,0,2
u1036,135045,2,2,2,22.160572,-100.989418,False,social drinker,informal,family,public,independent,1991,none,catholic,student,blue,76.0,medium,1.7,mexican,unknown,cash,yes,13:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,True,False,False,0,4,2.0,123.14999,0,3.0,0,2
u1038,132854,1,2,2,22.125786,-100.943705,True,social drinker,no preference,family,public,independent,1930,variety,catholic,student,blue,97.0,low,1.83,mexican,international,cash,yes,10:30-22:00;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,2,2.0,123.069491,0,3.0,0,1
u1038,132856,0,1,1,22.125786,-100.943705,True,social drinker,no preference,family,public,independent,1930,variety,catholic,student,blue,97.0,low,1.83,mexican,italian,cash,none,10:30-22:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,1,1.0,123.069491,0,2.0,0,1
u1038,132858,0,2,1,22.125786,-100.943705,True,social drinker,no preference,family,public,independent,1930,variety,catholic,student,blue,97.0,low,1.83,mexican,burgers,cash,none,18:30-23:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,1,1.5,123.069491,0,2.0,0,1
u1038,132861,1,1,2,22.125786,-100.943705,True,social drinker,no preference,family,public,independent,1930,variety,catholic,student,blue,97.0,low,1.83,mexican,burgers,cash,yes,10:00-23:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,2,1.5,123.069491,0,3.0,0,1
u1038,132862,2,2,2,22.125786,-100.943705,True,social drinker,no preference,family,public,independent,1930,variety,catholic,student,blue,97.0,low,1.83,mexican,international,cash,valet parking,09:30-23:30;,"mon, tue, wed, thu, fri, ",True,False,False,False,True,0,2,2.0,123.069491,0,2.0,0,1
u1071,132862,2,2,2,22.154339,-100.975342,False,abstemious,formal,friends,car owner,independent,1930,none,none,student,blue,40.0,high,1.73,mexican,international,cash,valet parking,09:30-23:30;,"mon, tue, wed, thu, fri, ",True,False,False,True,False,0,6,2.0,123.129681,0,3.0,4,3
u1071,135063,2,1,2,22.154339,-100.975342,False,abstemious,formal,friends,car owner,independent,1930,none,none,student,blue,40.0,high,1.73,mexican,unknown,cash,none,08:30-19:30;,"mon, tue, wed, thu, fri, ",True,False,False,True,False,0,6,1.5,123.129681,0,3.0,4,3
